,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
22754,2528,4,3,Suburb,1957,240364.66383886835
22755,1805,2,1,Suburb,1986,168415.32681744947
22756,1475,4,1,Rural,1973,197578.63368802288
22757,2580,5,3,Urban,1963,224340.40024964052
22758,1953,3,1,Rural,2019,218585.11288340707
22759,1848,2,3,Rural,1994,289557.59015404264
22760,1896,3,3,Suburb,2020,270242.07368194754
22761,1031,2,2,Urban,2016,100708.77385410242
22762,2927,5,1,Rural,1987,386003.3927610296
22763,1117,4,3,Rural,2001,157122.13442414725
22764,2831,2,1,Urban,2007,372658.2175616977
22765,2207,3,2,Rural,1985,174398.96346531715
22766,1190,2,2,Suburb,1980,194605.11207645605
22767,2770,4,2,Urban,1978,349863.60252248443
22768,2773,5,3,Urban,1963,319935.4188894642
22769,2751,3,2,Urban,1990,282821.2041082493
22770,1073,5,1,Urban,1963,52491.44360067486
22771,1622,5,1,Rural,2000,217878.97654276705
22772,2126,4,3,Suburb,2006,299193.4564321627
22773,1870,2,1,Rural,1954,127537.49636629075
22774,1585,2,3,Suburb,1951,220416.87573111424
22775,1419,2,2,Suburb,1966,158800.57797027496
22776,1472,2,3,Urban,2011,172156.97215131274
22777,2787,3,3,Suburb,2006,321875.6866148819
22778,1113,5,1,Urban,1989,236985.81847330905
22779,2402,2,1,Rural,1955,253460.7041430685
22780,2336,5,2,Urban,1968,276703.0061662244
22781,1329,3,1,Suburb,1997,144104.6137096226
22782,1338,3,1,Suburb,1975,100188.40039911924
22783,1237,3,1,Urban,2017,109352.0699114683
22784,2196,5,1,Rural,1996,239276.34808270336
22785,1078,2,1,Rural,1955,136760.79069662504
22786,1463,5,2,Urban,1968,296001.8380405896
22787,2921,2,2,Rural,1965,270225.81218770496
22788,1604,4,2,Rural,1989,225574.863939326
22789,2987,2,2,Rural,1959,371540.46192139806
22790,2524,2,2,Urban,1970,299189.5023991557
22791,1561,2,1,Urban,1976,236420.06190120056
22792,1284,3,3,Suburb,1968,161220.79885413
22793,1222,4,2,Suburb,1963,148396.96912055605
22794,1592,2,3,Suburb,2004,249459.13286056303
22795,2289,4,2,Urban,2017,216465.4124555645
22796,2690,5,3,Urban,1983,361271.8608299682
22797,1372,5,1,Urban,1973,198691.093554686
22798,2256,3,1,Urban,1997,329773.20522212767
22799,1910,5,1,Urban,2020,188609.7456983129
22800,1827,4,3,Rural,1985,186521.19071520423
22801,1235,4,2,Suburb,2009,162766.8130242873
22802,1670,4,1,Urban,1958,154787.59593036154
22803,2940,4,3,Suburb,1967,283459.5271431974
22804,1827,4,2,Urban,1974,292532.8002840788
22805,1762,3,1,Suburb,2008,218584.41363364027
22806,2337,2,2,Urban,2010,279602.1912058776
22807,2960,5,2,Urban,2020,264793.30919201503
22808,2965,4,1,Suburb,1957,313818.7747115791
22809,2836,5,1,Rural,1956,370519.4029491177
22810,1379,3,2,Urban,1965,210188.69636777564
22811,1793,3,1,Rural,1999,241675.0578287996
22812,1613,2,1,Rural,1986,279843.6516319608
22813,1562,3,1,Suburb,1984,94820.60052209524
22814,1419,2,3,Urban,1974,204532.693680462
22815,1051,4,1,Suburb,1993,142108.33536183077
22816,2744,3,1,Urban,1999,248482.13683292485
22817,1818,5,2,Rural,2017,195046.86579205643
22818,2666,3,2,Rural,1962,306590.04577456065
22819,2532,3,1,Rural,1952,232934.94860828685
22820,2805,4,2,Urban,1973,373398.1605954247
22821,2968,2,3,Urban,2008,335287.40716267785
22822,1204,2,1,Rural,2004,153045.81971759186
22823,2000,3,2,Rural,1971,142344.53262799693
22824,1730,5,2,Rural,1977,219217.97573979505
22825,1256,3,1,Rural,1994,113861.6250364952
22826,1184,5,2,Urban,1976,111023.76188320074
22827,1144,4,2,Urban,1992,145986.59655040203
22828,2713,4,2,Urban,1991,318564.23721649824
22829,2037,2,1,Suburb,1964,291578.8092912281
22830,1245,5,1,Rural,1975,167679.72840249693
22831,1186,3,2,Suburb,1992,210531.53473271625
22832,2360,3,2,Rural,2005,197927.0364214566
22833,2282,3,2,Suburb,1987,267240.323381055
22834,1865,3,1,Urban,2014,234781.65606663277
22835,1039,4,2,Rural,1963,108941.87261957616
22836,1600,5,2,Rural,1971,123552.69672270032
22837,2660,4,2,Rural,1967,327145.3457905321
22838,1961,5,3,Urban,2003,281708.1751241416
22839,2441,2,3,Urban,2008,286109.1569463232
22840,1985,5,2,Rural,1988,224595.7055173188
22841,2374,3,2,Suburb,1960,228392.68194993923
22842,1008,4,3,Urban,1992,142342.03250094783
22843,1349,3,2,Suburb,1983,217796.713973539
22844,1083,5,2,Suburb,1956,140464.86995818984
22845,1532,5,1,Urban,1973,182805.1148436064
22846,1988,2,3,Urban,1960,237992.85199790643
22847,2816,5,3,Urban,1985,229430.45093309745
22848,1357,5,3,Urban,2015,169052.79554704632
22849,1377,3,1,Suburb,1994,179105.65445337404
22850,1171,5,1,Rural,1951,129238.16468665715
22851,2048,5,3,Rural,1969,287955.7409234374
22852,1392,4,1,Rural,2004,137753.33183197468
22853,2126,4,1,Suburb,1986,195765.14630676148
22854,1701,2,1,Urban,2012,201330.757734521
22855,2259,2,2,Suburb,2021,360361.0839309109
22856,2433,3,3,Rural,1983,250802.18128886263
22857,2848,3,2,Rural,1982,280611.3703476594
22858,1548,4,3,Urban,1956,152206.05673917197
22859,1783,4,1,Suburb,1954,136621.70620029862
22860,2828,4,3,Rural,2017,254492.2268179001
22861,1331,2,3,Urban,2010,148893.16956123465
22862,2687,2,2,Rural,1954,202600.50046700568
22863,1793,5,2,Urban,1950,252983.60557676663
22864,2555,2,1,Suburb,2021,357848.913361865
22865,1648,5,1,Urban,1993,270155.25091248687
22866,1982,3,2,Rural,1954,206788.43353280643
22867,2894,2,3,Rural,2021,330179.7677079231
22868,2052,3,3,Urban,1960,207889.24783888724
22869,1542,5,1,Rural,1981,49128.168177554326
22870,2042,3,1,Rural,2005,247857.3698736098
22871,2171,3,1,Rural,1969,201718.363905712
22872,2494,2,3,Rural,2006,388155.6532751659
22873,1490,5,3,Urban,1988,150701.5969190249
22874,1282,5,1,Urban,1985,186409.3994999077
22875,1861,4,3,Suburb,2008,259434.5720991357
22876,2876,2,3,Rural,1976,337931.9545695579
22877,2835,2,3,Suburb,1987,289879.1574379574
22878,2698,5,3,Urban,1977,346583.8037321769
22879,1112,2,3,Rural,1993,158750.38991048536
22880,2478,3,3,Rural,2017,272244.73904293944
22881,2685,4,1,Urban,1999,223480.1760874418
22882,2353,5,1,Urban,1968,291376.01649871503
22883,2278,2,2,Urban,2006,311601.35272180114
22884,2622,2,1,Suburb,2019,326355.02982185985
22885,2422,3,2,Urban,1973,319103.5327717151
22886,1861,2,3,Suburb,1974,161607.86190909427
22887,1609,2,3,Urban,1955,235264.4087295848
22888,2932,3,3,Suburb,1993,193486.83374276408
22889,1507,2,1,Rural,2009,170770.5072437625
22890,2667,4,3,Urban,1987,334778.91605469567
22891,1465,3,1,Suburb,1986,165025.1717112651
22892,1823,5,1,Rural,2009,109119.71749339586
22893,2430,4,1,Urban,1992,256107.49913458808
22894,1608,2,3,Suburb,1982,219319.41132705825
22895,2121,3,1,Urban,1985,281198.27810307697
22896,1289,3,2,Rural,2007,216309.3956089209
22897,1867,2,2,Rural,1976,181366.2131104457
22898,2762,5,3,Urban,2007,370318.0910626986
22899,2680,4,2,Suburb,1973,362083.611052788
22900,2179,2,1,Suburb,1975,190994.9565445869
22901,1781,5,2,Urban,1955,250052.1612603709
22902,1161,3,3,Suburb,2004,149738.23677227565
22903,1623,3,2,Suburb,1955,174388.18641995144
22904,2866,3,2,Rural,1989,315179.39211979724
22905,2720,2,2,Suburb,1950,326393.0017196493
22906,1716,5,1,Urban,2012,270093.8990428973
22907,2120,2,1,Rural,1990,219586.74436857615
22908,2400,2,2,Urban,2001,203845.65418634997
22909,1566,4,1,Rural,2004,249198.040721779
22910,2473,4,2,Suburb,1983,267641.15919545514
22911,1993,4,2,Urban,1978,200660.619008788
22912,2140,5,2,Urban,1970,291412.54984393035
22913,2628,3,3,Suburb,1957,314180.3977431376
22914,2828,4,3,Rural,1962,317957.72400564526
22915,2987,3,1,Urban,1988,288957.60809724027
22916,2739,5,3,Urban,2010,297080.5194485914
22917,2817,4,1,Suburb,1980,328508.5326793502
22918,2529,4,2,Urban,2010,263984.97181771114
22919,2212,3,3,Rural,2015,232880.85977279692
22920,2499,2,2,Rural,1965,225893.3854789932
22921,2346,5,1,Urban,1976,305308.913222331
22922,1595,5,2,Suburb,2001,164076.1081701354
22923,2993,4,3,Suburb,1966,352758.09121135884
22924,2203,5,1,Suburb,2010,249716.8084421081
22925,2809,3,3,Rural,1993,277054.0774234842
22926,2204,2,3,Rural,2007,333725.08451358
22927,1958,2,3,Suburb,1961,221106.1007903352
22928,2716,5,3,Suburb,1973,246698.1949871276
22929,2012,2,2,Suburb,1981,315768.4788907053
22930,2818,3,1,Urban,1971,359439.05840683926
22931,2310,4,3,Urban,1981,237815.57682328444
22932,1474,4,3,Rural,1972,180908.8939497272
22933,1617,5,2,Suburb,1965,235247.1218492511
22934,1640,5,3,Suburb,1977,223919.0572188093
22935,1261,5,1,Rural,1965,202218.46794613588
22936,2546,4,3,Suburb,2000,289518.9248021924
22937,1161,5,3,Rural,2016,129721.09908352006
22938,2510,2,3,Rural,1951,276614.3096087185
22939,2982,4,1,Rural,1977,268036.0249683446
22940,1180,3,3,Suburb,1995,129429.69044660748
22941,1724,5,1,Urban,2019,204861.47696714755
22942,1468,4,1,Suburb,2005,189956.0676195028
22943,2809,5,3,Suburb,1997,401128.76880509255
22944,1020,4,2,Rural,2011,78927.91401557991
22945,2298,4,3,Suburb,2011,338020.45653852064
22946,1259,4,2,Rural,2019,173769.5985970725
22947,2356,3,3,Urban,2012,142723.1183506055
22948,1465,4,2,Rural,1997,235186.4961468986
22949,2139,2,1,Suburb,2011,222142.76385958368
22950,2436,5,1,Urban,2002,350283.1016913834
22951,1536,5,3,Rural,1986,157296.86695387794
22952,1951,5,3,Suburb,1974,209872.919535322
22953,2868,4,2,Suburb,1958,352059.2177678126
22954,1765,5,2,Rural,1971,123537.87945098607
22955,1958,2,1,Urban,1996,175430.86369126386
22956,2946,2,2,Suburb,2020,234957.89398825812
22957,2979,2,1,Rural,1958,262086.01122874787
22958,2746,3,1,Urban,1966,376127.3842222404
22959,2840,2,2,Suburb,1998,251437.80756882607
22960,2856,2,3,Suburb,1953,267487.6764611719
22961,1933,5,2,Urban,1990,85457.23133733973
22962,1850,4,3,Rural,2012,181817.1535060291
22963,2971,5,1,Urban,1964,172876.17396830412
22964,2280,3,1,Urban,1973,262716.31694615755
22965,2191,3,3,Urban,2018,283897.2326033794
22966,2872,3,1,Urban,1976,329313.8243283573
22967,1532,2,1,Urban,1978,92130.43147351177
22968,2621,2,2,Rural,1960,274803.4361470689
22969,1014,2,2,Rural,1986,139429.7805861007
22970,1049,4,1,Suburb,1982,108524.29413756428
22971,1998,5,2,Rural,1974,166130.7296751876
22972,1303,2,1,Urban,1992,192658.8043438247
22973,2510,3,1,Urban,1951,210528.29981293128
22974,1415,4,3,Urban,1994,196157.98100582327
22975,1304,4,2,Suburb,1955,157407.06212179552
22976,1195,3,2,Rural,1988,214325.2242330274
22977,2899,2,1,Urban,2016,419984.11208049394
22978,1812,4,3,Suburb,2020,181813.21954397656
22979,1799,3,2,Rural,1994,141925.5466987592
22980,1387,2,2,Suburb,1982,161775.0061799284
22981,1756,4,1,Rural,1976,200350.18488925367
22982,2984,4,2,Suburb,2019,355055.7767514208
22983,2888,5,2,Suburb,1970,281850.4238023962
22984,1454,5,1,Rural,2011,135612.62624082324
22985,1712,4,3,Suburb,1990,195502.942432247
22986,1704,4,2,Suburb,1965,211485.41917295093
22987,1847,4,1,Urban,1969,152956.0524836793
22988,2681,5,1,Urban,1952,291819.64177781326
22989,2333,2,3,Urban,1965,250367.19929465567
22990,2150,5,3,Urban,1967,283866.9612194323
22991,1174,3,1,Rural,1969,131304.62208030958
22992,2157,4,1,Urban,1979,298625.76028730074
22993,2089,3,1,Urban,1965,261726.8113429024
22994,2416,3,2,Urban,1973,175715.9318069604
22995,2987,3,2,Urban,1950,310067.0958513792
22996,2388,5,2,Rural,1988,327829.3166829741
22997,1278,5,2,Suburb,1989,112299.51910895476
22998,1757,2,3,Suburb,1984,208183.5644025893
22999,1362,3,2,Rural,2012,175999.2358602179
23000,2772,3,1,Rural,1986,302333.6675841061
23001,1170,5,2,Suburb,1962,128947.8336468365
23002,2074,3,3,Urban,2018,235868.0187037931
23003,2351,5,1,Urban,1997,236987.1897462909
23004,2894,4,2,Rural,2001,279389.6473046574
23005,1664,4,2,Rural,2013,238636.90545988368
23006,1591,3,1,Rural,1957,161873.29730817748
23007,1930,2,1,Urban,1963,326025.40331053844
23008,2168,5,1,Suburb,2008,171858.76322823463
23009,1273,4,3,Urban,1953,164640.24537446015
23010,2178,4,3,Suburb,1962,206179.9732893413
23011,2934,3,3,Rural,1951,356116.1240658375
23012,1507,5,1,Suburb,1976,121703.0927386658
23013,2872,3,2,Suburb,1988,364332.9363217421
23014,1362,5,1,Urban,1966,203300.80504984813
23015,2348,2,2,Urban,2014,200293.05699610917
23016,1847,5,2,Suburb,2019,198012.9468101817
23017,1654,4,1,Rural,1971,210836.82271472624
23018,1297,3,3,Urban,1952,203415.5038915638
23019,1493,5,1,Urban,1969,209206.3648111163
23020,1545,4,2,Urban,1968,171520.25059966027
23021,1303,3,1,Urban,1966,255575.30933302792
23022,2490,3,1,Urban,1953,328671.6440981427
23023,1903,2,2,Suburb,1985,158692.5756698407
23024,1238,4,1,Suburb,1957,148722.91648593146
23025,1649,5,3,Suburb,2016,301664.2786298592
23026,2789,4,3,Rural,1978,328126.1558803873
23027,2540,3,3,Urban,1956,281522.2366951022
23028,1883,2,2,Urban,1991,186220.5006571263
23029,2199,5,1,Rural,1956,193267.4046935708
23030,2908,2,1,Rural,1958,299850.52779743524
23031,1409,2,3,Urban,1975,155061.6639967629
23032,1725,4,2,Urban,1967,125979.8410134252
23033,2387,3,3,Suburb,1957,219378.3661365841
23034,2046,3,3,Suburb,1978,276233.43086072616
23035,1317,5,3,Urban,1987,108251.10203738615
23036,1524,2,3,Urban,1974,163739.2156055562
23037,1904,2,2,Urban,2020,231596.9877464715
23038,2776,2,2,Rural,2000,319593.1054819759
23039,2299,4,3,Suburb,1968,337385.28251715587
23040,2023,3,2,Urban,1958,209506.3787815455
23041,2627,2,3,Urban,1964,284580.9155022835
23042,1619,2,3,Rural,2020,267608.21791576967
23043,1952,3,3,Urban,1961,189373.0407694337
23044,2252,5,3,Suburb,1968,257990.85032583465
23045,2687,4,1,Suburb,1987,297565.7527882076
23046,2131,4,1,Urban,1994,231169.95066968168
23047,1800,4,3,Urban,1992,260707.3539341785
23048,1915,3,3,Suburb,2004,96123.98550056446
23049,2979,4,3,Rural,2011,303198.2105208151
23050,2199,2,1,Urban,2009,270652.82436047465
23051,1319,4,1,Urban,1951,111715.45374986948
23052,2309,3,3,Rural,1989,214529.5583108556
23053,1875,4,1,Urban,1986,192743.30964617425
23054,1328,5,1,Rural,1998,234454.59350065884
23055,2900,5,1,Suburb,1991,329013.2343841761
23056,1752,3,2,Rural,1992,188967.41639704412
23057,1656,3,3,Urban,2011,133478.41426715002
23058,2379,5,1,Urban,2007,278429.5219813531
23059,2037,4,1,Urban,1991,159072.4475052685
23060,2298,2,2,Rural,1971,138483.0176595338
23061,1070,3,2,Urban,1954,109525.54902426072
23062,1826,5,2,Urban,1984,97779.5135708654
23063,2218,4,2,Urban,2008,235270.21168941417
23064,1864,3,2,Rural,1992,262880.0642638088
23065,2835,4,2,Suburb,2008,387757.6211992036
23066,1927,2,2,Rural,1991,252047.68380345768
23067,2902,3,3,Rural,1992,364253.2628913744
23068,2546,2,2,Suburb,2001,254397.54609154657
23069,1105,2,1,Urban,1976,87875.61047847506
23070,1769,2,1,Urban,1990,216724.24312662464
23071,1892,5,1,Rural,1962,256990.91268939097
23072,1195,2,1,Urban,2008,154641.78870949685
23073,1144,2,2,Suburb,1976,130245.84293054671
23074,2755,4,3,Urban,2017,241984.1867164981
23075,2373,5,3,Suburb,1950,170749.29257506525
23076,2447,5,2,Suburb,1982,277042.51449315663
23077,1470,5,3,Urban,1993,244296.4239161856
23078,2709,5,2,Rural,1975,245674.63300759217
23079,1215,2,1,Urban,2014,154616.58620119467
23080,2116,4,2,Rural,1954,263179.74039708474
23081,1259,2,3,Urban,2003,167237.8931432737
23082,1933,2,3,Urban,1995,166168.13807317358
23083,1574,5,3,Rural,1974,105332.20080953224
23084,2564,5,2,Urban,2007,242137.83288192027
23085,2810,3,2,Rural,1979,307413.6239083263
23086,2882,4,2,Suburb,1979,277438.8892397736
23087,1284,5,3,Suburb,1991,152196.13873326944
23088,1483,5,3,Urban,2010,171822.96283662625
23089,2954,2,3,Rural,2015,297407.8084802716
23090,1371,2,1,Rural,1981,157963.32795198745
23091,1069,2,2,Suburb,1959,73245.11526879967
23092,1378,5,2,Suburb,2012,197392.29296763847
23093,2302,4,3,Suburb,1959,209508.88000355248
23094,2766,5,3,Suburb,1967,320751.8888814754
23095,1301,5,3,Suburb,1985,134675.48634646635
23096,1254,4,3,Rural,1985,121310.68041196345
23097,2707,5,1,Suburb,1976,295447.5619349951
23098,1943,5,3,Suburb,1954,217103.12888627333
23099,1691,4,3,Suburb,1986,207665.406189263
23100,2287,5,3,Urban,1999,280574.99390818784
23101,2718,3,2,Rural,2016,193878.34334489587
23102,1833,3,2,Rural,1979,222820.5214086248
23103,1716,2,3,Rural,1970,209329.54114022467
23104,1423,5,2,Urban,1991,175903.59081565513
23105,2784,4,1,Suburb,2015,339646.68463733455
23106,1212,4,1,Suburb,1965,160594.9070315307
23107,2694,3,1,Rural,1955,224490.9662313077
23108,2967,2,1,Suburb,1977,387308.40938338486
23109,1099,5,2,Suburb,2012,163078.89938655042
23110,2852,4,2,Urban,1987,249127.64429061467
23111,2135,4,3,Rural,1968,213929.81052191707
23112,1307,5,1,Rural,2018,134236.39136276295
23113,1677,2,1,Suburb,1999,202044.00483568333
23114,1474,3,2,Suburb,1986,207880.98532265617
23115,2571,5,1,Suburb,2015,292314.5030924031
23116,1111,5,2,Rural,1951,166895.44723372982
23117,2110,5,2,Urban,2009,263796.3930733302
23118,1182,3,1,Suburb,1950,23433.21504164832
23119,1596,4,3,Suburb,1985,140974.48047770764
23120,2804,5,2,Suburb,1968,190507.319068523
23121,1164,5,2,Rural,1999,108101.0838591996
23122,1814,5,1,Urban,1995,199667.52748380275
23123,1089,5,2,Suburb,2001,74892.67251649161
23124,1454,2,3,Suburb,1984,145113.33703376897
23125,1237,2,1,Suburb,1955,155968.19151087967
23126,1533,2,2,Rural,1977,178925.53876609192
23127,2702,4,1,Urban,1977,270151.81300447264
23128,1726,5,3,Suburb,1952,152584.41588203338
23129,1057,5,1,Suburb,1999,166226.97956386936
23130,1541,5,3,Rural,1986,222503.50874475137
23131,2937,5,1,Suburb,1962,384420.4776715289
23132,2021,3,3,Rural,1982,187916.39181516448
23133,1617,3,1,Urban,2002,89383.98482493631
23134,1401,3,1,Rural,2009,178742.21846363155
23135,2005,5,2,Urban,2000,138154.05028147117
23136,1841,3,1,Suburb,1965,199656.9399738508
23137,2702,3,2,Urban,1964,236246.23213231
23138,2885,4,3,Suburb,2021,309760.58258888463
23139,2689,4,3,Rural,1961,226261.4336770911
23140,1838,3,1,Urban,1969,171643.22910123772
23141,1518,3,2,Suburb,2016,134353.49689959653
23142,1196,4,2,Rural,1959,152644.90321648004
23143,2856,3,1,Rural,2020,369093.0684734653
23144,1045,5,2,Suburb,1959,152094.85855883622
23145,1529,3,1,Rural,1952,149155.75988615508
23146,2420,5,1,Suburb,1968,324579.4008234151
23147,2688,3,1,Rural,2011,304343.006996437
23148,1999,2,2,Rural,1972,95187.5960345742
23149,1775,3,1,Urban,1956,167009.36850201804
23150,1073,2,3,Rural,1951,98629.30736373748
23151,2439,3,1,Urban,1953,244007.07724520456
23152,2680,3,2,Suburb,2020,273442.8019886833
23153,2637,5,1,Suburb,2004,276562.83804846613
23154,1334,4,1,Suburb,1975,203570.8590987865
23155,2870,4,3,Suburb,2004,398898.9173789939
23156,1632,5,3,Rural,2015,194936.97374200416
23157,1687,4,2,Suburb,1973,195409.41827131956
23158,1574,2,1,Rural,1993,233001.30352139537
23159,1295,2,1,Rural,1993,57171.22745574916
23160,2107,3,3,Suburb,2018,188178.68256686287
23161,2038,2,1,Suburb,1983,209223.0387111668
23162,2890,4,2,Suburb,1981,305444.45793873
23163,2157,2,3,Rural,2004,265324.77716353926
23164,1477,3,3,Rural,2007,148776.34598260812
23165,1632,2,2,Suburb,1964,188979.7697287169
23166,1318,4,1,Urban,1968,240855.13135658047
23167,2415,5,2,Urban,1963,311301.5480312864
23168,1478,3,3,Suburb,2015,295676.3926256346
23169,2663,5,3,Suburb,1994,284518.1487089948
23170,1367,2,2,Rural,1956,146682.52897673566
23171,1366,3,3,Urban,1997,192069.87408407257
23172,2311,3,1,Rural,1963,249689.0547063456
23173,2836,2,3,Suburb,1975,292170.0958919001
23174,1377,3,2,Rural,1988,127425.30902359744
23175,2715,2,2,Suburb,1966,298558.7420567105
23176,1462,5,3,Suburb,1963,155449.87739962788
23177,2617,5,2,Suburb,1953,301479.1581125238
23178,1012,4,2,Suburb,1966,95814.30249168388
23179,1535,4,1,Rural,1992,207128.84889377927
23180,2191,2,3,Rural,1982,203939.3459470393
23181,1269,2,1,Rural,1968,111132.78571855184
23182,2994,5,2,Rural,2020,259303.4486688904
23183,2093,3,2,Urban,2018,297925.552983595
23184,2341,2,1,Urban,2004,231482.9357020004
23185,1375,3,3,Rural,1954,176599.8833553199
23186,2112,4,2,Rural,1998,152326.18414538284
23187,2724,5,2,Suburb,1989,337151.8947604351
23188,1256,2,2,Urban,1952,27925.88034332727
23189,1216,4,3,Urban,2005,231588.5715782086
23190,1449,2,1,Rural,1980,135106.24071394978
23191,1893,4,1,Rural,1999,217381.7005139984
23192,2567,5,3,Rural,1986,278544.2792898916
23193,2164,2,2,Suburb,1986,232070.6749404057
23194,2184,2,2,Suburb,1974,216912.76135707425
23195,1031,3,3,Urban,1974,149591.50261279705
23196,2847,3,2,Urban,2010,429563.5367193102
23197,2175,2,1,Suburb,2012,223040.95764480368
23198,2882,5,1,Suburb,1994,415296.5489307855
23199,2283,3,2,Rural,2008,302298.240968817
23200,2751,2,3,Suburb,1959,315189.582876099
23201,2302,2,3,Suburb,1987,301876.3360430391
23202,2308,4,2,Rural,1993,351362.2412125724
23203,1609,5,2,Suburb,1984,96614.71578625294
23204,1916,3,2,Rural,1967,203902.02327238067
23205,1541,3,3,Suburb,1974,261053.3015983054
23206,2625,4,3,Rural,1984,282724.10306523205
23207,1147,2,3,Urban,2020,118183.09663288042
